2021-07-04 04:56:28,478 INFO     Search BICs for /tmp/JacksonXml-5b/
2021-07-04 04:56:35,846 DEBUG                  - depth 0, hash 99abd4b, HEAD~275
2021-07-04 04:56:35,852 DEBUG                  - depth 1, hash 4795221, HEAD~481
2021-07-04 04:56:35,856 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java copy 66:69
2021-07-04 04:56:35,881 DEBUG                  - depth 0, hash 3cc587d, HEAD~63
2021-07-04 04:56:35,887 DEBUG                  - depth 1, hash 38e7afe, HEAD~64
2021-07-04 04:56:35,891 DEBUG                  - depth 2, hash ac97422, HEAD~757
2021-07-04 04:56:35,895 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java createInstance 71:75
2021-07-04 04:56:35,921 DEBUG                  - depth 0, hash 38e7afe, HEAD~64
2021-07-04 04:56:35,926 DEBUG                  - depth 1, hash 5cb108d, HEAD~348
2021-07-04 04:56:35,930 DEBUG                  - depth 2, hash 4eb1efd, HEAD~697
2021-07-04 04:56:35,935 DEBUG                  - depth 3, hash 865f5f3, HEAD~698
2021-07-04 04:56:35,939 DEBUG                  - depth 4, hash 2985244, HEAD~699
2021-07-04 04:56:35,943 DEBUG                  - depth 5, hash ac97422, HEAD~757
2021-07-04 04:56:35,947 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/ser/XmlSerializerProvider.java serializeValue 77:114
2021-07-04 04:56:35,973 DEBUG                  - depth 0, hash 993e0c6, HEAD~112
2021-07-04 04:56:35,978 DEBUG                  - depth 1, hash b8790f7, HEAD~241
2021-07-04 04:56:35,983 DEBUG                  - depth 2, hash f4c7bb0, HEAD~257
2021-07-04 04:56:35,987 DEBUG                  - depth 3, hash 5cb108d, HEAD~348
2021-07-04 04:56:35,991 DEBUG                  - depth 4, hash 1252cc6, HEAD~470
2021-07-04 04:56:35,995 DEBUG                  - depth 5, hash a6df5db, HEAD~477
2021-07-04 04:56:35,999 DEBUG                  - depth 6, hash 4795221, HEAD~481
2021-07-04 04:56:36,003 DEBUG                  - depth 7, hash e9faaec, HEAD~643
2021-07-04 04:56:36,007 DEBUG                  - depth 8, hash 4eb1efd, HEAD~697
2021-07-04 04:56:36,012 DEBUG                  - depth 9, hash ac97422, HEAD~757
2021-07-04 04:56:36,299 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/AnnotationUtil.java findIsAttributeAnnotation 29:46
2021-07-04 04:56:36,323 DEBUG                  - depth 0, hash eb05a1c, HEAD~403
2021-07-04 04:56:36,328 DEBUG                  - depth 1, hash e88829a, HEAD~669
2021-07-04 04:56:36,333 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/AnnotationUtil.java findIsCDataAnnotation 67:79
2021-07-04 04:56:36,356 DEBUG                  - depth 0, hash edf7a8b, HEAD~347
2021-07-04 04:56:36,362 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/AnnotationUtil.java findIsTextAnnotation 48:65
2021-07-04 04:56:36,385 DEBUG                  - depth 0, hash eb05a1c, HEAD~403
2021-07-04 04:56:36,390 DEBUG                  - depth 1, hash 1dff468, HEAD~657
2021-07-04 04:56:36,395 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/AnnotationUtil.java findNamespaceAnnotation 10:27
2021-07-04 04:56:36,418 DEBUG                  - depth 0, hash eb05a1c, HEAD~403
2021-07-04 04:56:36,424 DEBUG                  - depth 1, hash e88829a, HEAD~669
2021-07-04 04:56:36,842 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <init> 106:106
2021-07-04 04:56:36,870 DEBUG                  - depth 0, hash 146e4ea, HEAD~685
2021-07-04 04:56:36,876 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:36,880 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <init> 60:60
2021-07-04 04:56:36,905 DEBUG                  - depth 0, hash 146e4ea, HEAD~685
2021-07-04 04:56:36,910 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:36,915 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 495
2021-07-04 04:56:36,940 DEBUG                  - depth 0, hash 146e4ea, HEAD~685
2021-07-04 04:56:36,945 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 497
2021-07-04 04:56:36,970 DEBUG                  - depth 0, hash 146e4ea, HEAD~685
2021-07-04 04:56:36,976 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 498
2021-07-04 04:56:37,001 DEBUG                  - depth 0, hash 146e4ea, HEAD~685
2021-07-04 04:56:37,006 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 499
2021-07-04 04:56:37,031 DEBUG                  - depth 0, hash 146e4ea, HEAD~685
2021-07-04 04:56:37,037 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 503:503
2021-07-04 04:56:37,062 DEBUG                  - depth 0, hash 146e4ea, HEAD~685
2021-07-04 04:56:37,367 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/TypeUtil.java isIndexedType 13:30
2021-07-04 04:56:37,390 DEBUG                  - depth 0, hash 3641432, HEAD~96
2021-07-04 04:56:37,395 DEBUG                  - depth 1, hash d9892b0, HEAD~349
2021-07-04 04:56:37,400 DEBUG                  - depth 2, hash 41628fa, HEAD~602
2021-07-04 04:56:37,404 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/TypeUtil.java isIndexedType 32:36
2021-07-04 04:56:37,427 DEBUG                  - depth 0, hash d9892b0, HEAD~349
2021-07-04 04:56:37,432 DEBUG                  - depth 1, hash a6df5db, HEAD~477
2021-07-04 04:56:37,719 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java <init> 14:20
2021-07-04 04:56:37,743 DEBUG                  - depth 0, hash edf7a8b, HEAD~347
2021-07-04 04:56:37,748 DEBUG                  - depth 1, hash 1dff468, HEAD~657
2021-07-04 04:56:37,752 DEBUG                  - depth 2, hash 6e8939a, HEAD~747
2021-07-04 04:56:37,757 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java getNamespace 22:22
2021-07-04 04:56:37,781 DEBUG                  - depth 0, hash 6e8939a, HEAD~747
2021-07-04 04:56:37,786 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java isAttribute 23:23
2021-07-04 04:56:37,809 DEBUG                  - depth 0, hash 6e8939a, HEAD~747
2021-07-04 04:56:37,815 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java isCData 25:25
2021-07-04 04:56:37,838 DEBUG                  - depth 0, hash edf7a8b, HEAD~347
2021-07-04 04:56:37,844 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java isText 24:24
2021-07-04 04:56:37,867 DEBUG                  - depth 0, hash 1dff468, HEAD~657
2021-07-04 04:56:38,199 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java <init> 28:28
2021-07-04 04:56:38,223 DEBUG                  - depth 0, hash 016a56f, HEAD~482
2021-07-04 04:56:38,229 DEBUG                  - depth 1, hash ac97422, HEAD~757
2021-07-04 04:56:38,233 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java _findRootName 63:91
2021-07-04 04:56:38,257 DEBUG                  - depth 0, hash d9fc9c8, HEAD~239
2021-07-04 04:56:38,262 DEBUG                  - depth 1, hash 737105e, HEAD~240
2021-07-04 04:56:38,266 DEBUG                  - depth 2, hash b9e5755, HEAD~478
2021-07-04 04:56:38,271 DEBUG                  - depth 3, hash 7343f94, HEAD~609
2021-07-04 04:56:38,275 DEBUG                  - depth 4, hash 06b9b24, HEAD~725
2021-07-04 04:56:38,279 DEBUG                  - depth 5, hash ac97422, HEAD~757
2021-07-04 04:56:38,284 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java findNamespace 93:104
2021-07-04 04:56:38,308 DEBUG                  - depth 0, hash ac97422, HEAD~757
2021-07-04 04:56:38,314 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java findRootName 44:59
2021-07-04 04:56:38,338 DEBUG                  - depth 0, hash d9fc9c8, HEAD~239
2021-07-04 04:56:38,344 DEBUG                  - depth 1, hash 737105e, HEAD~240
2021-07-04 04:56:38,348 DEBUG                  - depth 2, hash b9e5755, HEAD~478
2021-07-04 04:56:38,352 DEBUG                  - depth 3, hash 76f1154, HEAD~700
2021-07-04 04:56:38,356 DEBUG                  - depth 4, hash 06b9b24, HEAD~725
2021-07-04 04:56:38,361 DEBUG                  - depth 5, hash ac97422, HEAD~757
2021-07-04 04:56:38,365 INFO     The number of BIC candidates: 90
