2021-07-03 21:13:57,039 INFO     Search BICs for /tmp/JacksonCore-22b/
2021-07-03 21:14:06,069 DEBUG                  - depth 0, hash d58d420, HEAD~355
2021-07-03 21:14:06,075 DEBUG                  - depth 1, hash 2a6f9f2, HEAD~708
2021-07-03 21:14:06,079 DEBUG                  - depth 2, hash 483e662, HEAD~710
2021-07-03 21:14:06,083 DEBUG    [line range] com/fasterxml/jackson/core/base/GeneratorBase.java <init> 103:111
2021-07-03 21:14:06,130 DEBUG                  - depth 0, hash 1e4a20b, HEAD~721
2021-07-03 21:14:06,135 DEBUG                  - depth 1, hash 32e4e91, HEAD~889
2021-07-03 21:14:06,139 DEBUG                  - depth 2, hash f9ad80f, HEAD~951
2021-07-03 21:14:06,144 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:06,148 DEBUG    [line range] com/fasterxml/jackson/core/base/GeneratorBase.java close 408:408
2021-07-03 21:14:06,195 DEBUG                  - depth 0, hash 32e4e91, HEAD~889
2021-07-03 21:14:06,200 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:06,205 DEBUG    [line range] com/fasterxml/jackson/core/base/GeneratorBase.java disable 172:186
2021-07-03 21:14:06,251 DEBUG                  - depth 0, hash 074c506, HEAD~706
2021-07-03 21:14:06,256 DEBUG                  - depth 1, hash 483e662, HEAD~710
2021-07-03 21:14:06,261 DEBUG                  - depth 2, hash 0735190, HEAD~1254
2021-07-03 21:14:06,265 DEBUG                  - depth 3, hash 9fc55aa, HEAD~1255
2021-07-03 21:14:06,269 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:06,273 DEBUG    [line range] com/fasterxml/jackson/core/base/GeneratorBase.java isEnabled 148:148
2021-07-03 21:14:06,318 DEBUG                  - depth 0, hash 074c506, HEAD~706
2021-07-03 21:14:06,774 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java <init> 77:77
2021-07-03 21:14:06,825 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:06,831 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java _eofAsNextChar 494:497
2021-07-03 21:14:06,878 DEBUG                  - depth 0, hash 18bc774, HEAD~784
2021-07-03 21:14:06,884 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java _handleEOF 479:489
2021-07-03 21:14:06,934 DEBUG                  - depth 0, hash ce193ae, HEAD~100
2021-07-03 21:14:06,939 DEBUG                  - depth 1, hash 98f8444, HEAD~245
2021-07-03 21:14:06,944 DEBUG                  - depth 2, hash 32e4e91, HEAD~889
2021-07-03 21:14:06,948 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:06,952 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java _parseNumericValue 738:780
2021-07-03 21:14:07,004 DEBUG                  - depth 0, hash 6f00af8, HEAD~28
2021-07-03 21:14:07,010 DEBUG                  - depth 1, hash 4646ed1, HEAD~910
2021-07-03 21:14:07,014 DEBUG                  - depth 2, hash 38d6e35, HEAD~964
2021-07-03 21:14:07,018 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:07,022 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java _releaseBuffers 465:472
2021-07-03 21:14:07,073 DEBUG                  - depth 0, hash 32e4e91, HEAD~889
2021-07-03 21:14:07,078 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:07,083 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java close 362:373
2021-07-03 21:14:07,133 DEBUG                  - depth 0, hash 32e4e91, HEAD~889
2021-07-03 21:14:07,138 DEBUG                  - depth 1, hash 4646ed1, HEAD~910
2021-07-03 21:14:07,143 DEBUG                  - depth 2, hash 487fe10, HEAD~1242
2021-07-03 21:14:07,147 DEBUG                  - depth 3, hash f15531c, HEAD~1280
2021-07-03 21:14:07,151 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java getCurrentName 335:344
2021-07-03 21:14:07,201 DEBUG                  - depth 0, hash c326379, HEAD~341
2021-07-03 21:14:07,207 DEBUG                  - depth 1, hash b4567ca, HEAD~386
2021-07-03 21:14:07,211 DEBUG                  - depth 2, hash 32e4e91, HEAD~889
2021-07-03 21:14:07,215 DEBUG                  - depth 3, hash 4646ed1, HEAD~910
2021-07-03 21:14:07,220 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:07,224 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java getIntValue 638:650
2021-07-03 21:14:07,274 DEBUG                  - depth 0, hash 36d774e, HEAD~642
2021-07-03 21:14:07,280 DEBUG                  - depth 1, hash 4646ed1, HEAD~910
2021-07-03 21:14:07,284 DEBUG                  - depth 2, hash f15531c, HEAD~1280
2021-07-03 21:14:07,288 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java getNumberType 610:636
2021-07-03 21:14:07,338 DEBUG                  - depth 0, hash 4646ed1, HEAD~910
2021-07-03 21:14:07,344 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:07,348 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserBase.java resetInt 531:539
2021-07-03 21:14:07,398 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:07,812 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserMinimalBase.java <clinit> 60:60
2021-07-03 21:14:07,855 DEBUG                  - depth 0, hash 056bf5e, HEAD~47
2021-07-03 21:14:07,861 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserMinimalBase.java <init> 158:158
2021-07-03 21:14:07,907 DEBUG                  - depth 0, hash 32e4e91, HEAD~889
2021-07-03 21:14:07,913 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:07,917 DEBUG    [line range] com/fasterxml/jackson/core/base/ParserMinimalBase.java getCurrentToken 190:190
2021-07-03 21:14:07,961 DEBUG                  - depth 0, hash 93994e3, HEAD~264
2021-07-03 21:14:08,378 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java <init> 114:124
2021-07-03 21:14:08,424 DEBUG                  - depth 0, hash 0090031, HEAD~538
2021-07-03 21:14:08,429 DEBUG                  - depth 1, hash dfd6909, HEAD~546
2021-07-03 21:14:08,434 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java _filterContext 897:902
2021-07-03 21:14:08,479 DEBUG                  - depth 0, hash 0090031, HEAD~538
2021-07-03 21:14:08,485 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java _nextBuffered 741:769
2021-07-03 21:14:08,531 DEBUG                  - depth 0, hash 7f7d10a, HEAD~505
2021-07-03 21:14:08,537 DEBUG                  - depth 1, hash b808f26, HEAD~516
2021-07-03 21:14:08,541 DEBUG                  - depth 2, hash f6d583d, HEAD~530
2021-07-03 21:14:08,545 DEBUG                  - depth 3, hash b1ac057, HEAD~531
2021-07-03 21:14:08,550 DEBUG                  - depth 4, hash ce077d4, HEAD~535
2021-07-03 21:14:08,554 DEBUG                  - depth 5, hash 0090031, HEAD~538
2021-07-03 21:14:08,558 DEBUG                  - depth 6, hash dfd6909, HEAD~546
2021-07-03 21:14:08,562 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java _nextToken2 457:607
2021-07-03 21:14:08,607 DEBUG                  - depth 0, hash e962fb9, HEAD~215
2021-07-03 21:14:08,612 DEBUG                  - depth 1, hash b808f26, HEAD~516
2021-07-03 21:14:08,616 DEBUG                  - depth 2, hash cfe32d0, HEAD~523
2021-07-03 21:14:08,621 DEBUG                  - depth 3, hash 3222428, HEAD~526
2021-07-03 21:14:08,625 DEBUG                  - depth 4, hash c17c356, HEAD~528
2021-07-03 21:14:08,629 DEBUG                  - depth 5, hash 654acf0, HEAD~529
2021-07-03 21:14:08,633 DEBUG                  - depth 6, hash f6d583d, HEAD~530
2021-07-03 21:14:08,638 DEBUG                  - depth 7, hash b1ac057, HEAD~531
2021-07-03 21:14:08,642 DEBUG                  - depth 8, hash 404aebc, HEAD~532
2021-07-03 21:14:08,646 DEBUG                  - depth 9, hash b46e037, HEAD~533
2021-07-03 21:14:08,650 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java _nextTokenWithBuffering 612:739
2021-07-03 21:14:08,697 DEBUG                  - depth 0, hash 7f7d10a, HEAD~505
2021-07-03 21:14:08,702 DEBUG                  - depth 1, hash b808f26, HEAD~516
2021-07-03 21:14:08,706 DEBUG                  - depth 2, hash ac4b449, HEAD~517
2021-07-03 21:14:08,711 DEBUG                  - depth 3, hash 3222428, HEAD~526
2021-07-03 21:14:08,715 DEBUG                  - depth 4, hash df52157, HEAD~527
2021-07-03 21:14:08,719 DEBUG                  - depth 5, hash 654acf0, HEAD~529
2021-07-03 21:14:08,723 DEBUG                  - depth 6, hash f6d583d, HEAD~530
2021-07-03 21:14:08,728 DEBUG                  - depth 7, hash b1ac057, HEAD~531
2021-07-03 21:14:08,732 DEBUG                  - depth 8, hash 404aebc, HEAD~532
2021-07-03 21:14:08,736 DEBUG                  - depth 9, hash ce077d4, HEAD~535
2021-07-03 21:14:08,740 DEBUG                  - depth 10, hash 0090031, HEAD~538
2021-07-03 21:14:08,744 DEBUG                  - depth 11, hash dfd6909, HEAD~546
2021-07-03 21:14:08,750 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java currentToken 149:149
2021-07-03 21:14:08,793 DEBUG                  - depth 0, hash e052c31, HEAD~226
2021-07-03 21:14:08,799 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java getCurrentName 184:192
2021-07-03 21:14:08,844 DEBUG                  - depth 0, hash 0090031, HEAD~538
2021-07-03 21:14:08,850 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java getIntValue 851:852
2021-07-03 21:14:08,895 DEBUG                  - depth 0, hash dfd6909, HEAD~546
2021-07-03 21:14:08,900 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java getMatchCount 138:140
2021-07-03 21:14:08,946 DEBUG                  - depth 0, hash dfd6909, HEAD~546
2021-07-03 21:14:08,952 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java getNumberType 857:858
2021-07-03 21:14:08,997 DEBUG                  - depth 0, hash dfd6909, HEAD~546
2021-07-03 21:14:09,003 DEBUG    [line range] com/fasterxml/jackson/core/filter/FilteringParserDelegate.java nextToken 226:449
2021-07-03 21:14:09,047 DEBUG                  - depth 0, hash 1415e9d, HEAD~4
2021-07-03 21:14:09,053 DEBUG                  - depth 1, hash 4ed6f92, HEAD~23
2021-07-03 21:14:09,057 DEBUG                  - depth 2, hash 96faf2e, HEAD~35
2021-07-03 21:14:09,061 DEBUG                  - depth 3, hash e962fb9, HEAD~215
2021-07-03 21:14:09,066 DEBUG                  - depth 4, hash fd32772, HEAD~331
2021-07-03 21:14:09,070 DEBUG                  - depth 5, hash 7f7d10a, HEAD~505
2021-07-03 21:14:09,074 DEBUG                  - depth 6, hash b808f26, HEAD~516
2021-07-03 21:14:09,078 DEBUG                  - depth 7, hash ac4b449, HEAD~517
2021-07-03 21:14:09,083 DEBUG                  - depth 8, hash cfe32d0, HEAD~523
2021-07-03 21:14:09,087 DEBUG                  - depth 9, hash 3222428, HEAD~526
2021-07-03 21:14:09,091 DEBUG                  - depth 10, hash df52157, HEAD~527
2021-07-03 21:14:09,095 DEBUG                  - depth 11, hash 654acf0, HEAD~529
2021-07-03 21:14:09,100 DEBUG                  - depth 12, hash f6d583d, HEAD~530
2021-07-03 21:14:09,104 DEBUG                  - depth 13, hash b1ac057, HEAD~531
2021-07-03 21:14:09,108 DEBUG                  - depth 14, hash 404aebc, HEAD~532
2021-07-03 21:14:09,112 DEBUG                  - depth 15, hash b46e037, HEAD~533
2021-07-03 21:14:09,116 DEBUG                  - depth 16, hash ce077d4, HEAD~535
2021-07-03 21:14:09,121 DEBUG                  - depth 17, hash 37d0d6e, HEAD~536
2021-07-03 21:14:09,125 DEBUG                  - depth 18, hash 9a797fb, HEAD~537
2021-07-03 21:14:09,129 DEBUG                  - depth 19, hash 0090031, HEAD~538
2021-07-03 21:14:09,133 DEBUG                  - depth 20, hash dfd6909, HEAD~546
2021-07-03 21:14:09,451 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilter.java <clinit> 30:30
2021-07-03 21:14:09,495 DEBUG                  - depth 0, hash c77847e, HEAD~555
2021-07-03 21:14:09,500 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilter.java <init> 34:34
2021-07-03 21:14:09,543 DEBUG                  - depth 0, hash c77847e, HEAD~555
2021-07-03 21:14:09,549 DEBUG                  - depth 1, hash 0f1018f, HEAD~559
2021-07-03 21:14:09,553 DEBUG                  - depth 2, hash b55721a, HEAD~578
2021-07-03 21:14:09,558 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilter.java filterFinishArray 110:110
2021-07-03 21:14:09,601 DEBUG                  - depth 0, hash 0f1018f, HEAD~559
2021-07-03 21:14:09,607 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilter.java filterStartArray 92:94
2021-07-03 21:14:09,651 DEBUG                  - depth 0, hash c77847e, HEAD~555
2021-07-03 21:14:09,656 DEBUG                  - depth 1, hash 0f1018f, HEAD~559
2021-07-03 21:14:09,661 DEBUG                  - depth 2, hash b55721a, HEAD~578
2021-07-03 21:14:09,665 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilter.java filterStartObject 65:67
2021-07-03 21:14:09,708 DEBUG                  - depth 0, hash c77847e, HEAD~555
2021-07-03 21:14:09,714 DEBUG                  - depth 1, hash 0f1018f, HEAD~559
2021-07-03 21:14:09,718 DEBUG                  - depth 2, hash b55721a, HEAD~578
2021-07-03 21:14:09,722 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilter.java includeRootValue 192:194
2021-07-03 21:14:09,765 DEBUG                  - depth 0, hash c77847e, HEAD~555
2021-07-03 21:14:09,771 DEBUG                  - depth 1, hash 1eb7e2a, HEAD~558
2021-07-03 21:14:09,775 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilter.java includeValue 209:211
2021-07-03 21:14:09,818 DEBUG                  - depth 0, hash 37d0d6e, HEAD~536
2021-07-03 21:14:09,824 DEBUG                  - depth 1, hash 1eb7e2a, HEAD~558
2021-07-03 21:14:10,182 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java <init> 68:78
2021-07-03 21:14:10,226 DEBUG                  - depth 0, hash ce077d4, HEAD~535
2021-07-03 21:14:10,231 DEBUG                  - depth 1, hash 5a5d119, HEAD~541
2021-07-03 21:14:10,236 DEBUG                  - depth 2, hash ac9fa8d, HEAD~543
2021-07-03 21:14:10,240 DEBUG                  - depth 3, hash 0e53535, HEAD~550
2021-07-03 21:14:10,244 DEBUG                  - depth 4, hash 65df442, HEAD~551
2021-07-03 21:14:10,248 DEBUG                  - depth 5, hash c77847e, HEAD~555
2021-07-03 21:14:10,253 DEBUG                  - depth 6, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,257 DEBUG                  - depth 7, hash b55721a, HEAD~578
2021-07-03 21:14:10,262 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java checkValue 137:148
2021-07-03 21:14:10,305 DEBUG                  - depth 0, hash 3222428, HEAD~526
2021-07-03 21:14:10,310 DEBUG                  - depth 1, hash ac9fa8d, HEAD~543
2021-07-03 21:14:10,315 DEBUG                  - depth 2, hash c77847e, HEAD~555
2021-07-03 21:14:10,319 DEBUG                  - depth 3, hash 1eb7e2a, HEAD~558
2021-07-03 21:14:10,323 DEBUG                  - depth 4, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,328 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java createChildArrayContext 103:110
2021-07-03 21:14:10,371 DEBUG                  - depth 0, hash c77847e, HEAD~555
2021-07-03 21:14:10,377 DEBUG                  - depth 1, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,381 DEBUG                  - depth 2, hash b55721a, HEAD~578
2021-07-03 21:14:10,385 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java createChildObjectContext 112:119
2021-07-03 21:14:10,430 DEBUG                  - depth 0, hash c77847e, HEAD~555
2021-07-03 21:14:10,436 DEBUG                  - depth 1, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,440 DEBUG                  - depth 2, hash b55721a, HEAD~578
2021-07-03 21:14:10,445 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java createRootContext 98:101
2021-07-03 21:14:10,489 DEBUG                  - depth 0, hash ce077d4, HEAD~535
2021-07-03 21:14:10,495 DEBUG                  - depth 1, hash c77847e, HEAD~555
2021-07-03 21:14:10,499 DEBUG                  - depth 2, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,503 DEBUG                  - depth 3, hash b55721a, HEAD~578
2021-07-03 21:14:10,508 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java findChildOf 301:315
2021-07-03 21:14:10,551 DEBUG                  - depth 0, hash 9a797fb, HEAD~537
2021-07-03 21:14:10,557 DEBUG                  - depth 1, hash 5a5d119, HEAD~541
2021-07-03 21:14:10,562 DEBUG                  - depth 2, hash c77847e, HEAD~555
2021-07-03 21:14:10,566 DEBUG                  - depth 3, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,570 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java getCurrentName 277:277
2021-07-03 21:14:10,614 DEBUG                  - depth 0, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,620 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java getFilter 281:281
2021-07-03 21:14:10,665 DEBUG                  - depth 0, hash b46e037, HEAD~533
2021-07-03 21:14:10,670 DEBUG                  - depth 1, hash c77847e, HEAD~555
2021-07-03 21:14:10,675 DEBUG                  - depth 2, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,679 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java getParent 276:276
2021-07-03 21:14:10,724 DEBUG                  - depth 0, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,730 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java isStartHandled 282:282
2021-07-03 21:14:10,773 DEBUG                  - depth 0, hash b46e037, HEAD~533
2021-07-03 21:14:10,779 DEBUG                  - depth 1, hash c77847e, HEAD~555
2021-07-03 21:14:10,783 DEBUG                  - depth 2, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,787 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java nextTokenToRead 284:299
2021-07-03 21:14:10,832 DEBUG                  - depth 0, hash f6d583d, HEAD~530
2021-07-03 21:14:10,838 DEBUG                  - depth 1, hash b1ac057, HEAD~531
2021-07-03 21:14:10,842 DEBUG                  - depth 2, hash 9a797fb, HEAD~537
2021-07-03 21:14:10,846 DEBUG                  - depth 3, hash 5a5d119, HEAD~541
2021-07-03 21:14:10,851 DEBUG                  - depth 4, hash 65df442, HEAD~551
2021-07-03 21:14:10,855 DEBUG                  - depth 5, hash c77847e, HEAD~555
2021-07-03 21:14:10,859 DEBUG                  - depth 6, hash 1eb7e2a, HEAD~558
2021-07-03 21:14:10,864 DEBUG                  - depth 7, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,868 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java reset 80:90
2021-07-03 21:14:10,912 DEBUG                  - depth 0, hash 5a5d119, HEAD~541
2021-07-03 21:14:10,917 DEBUG                  - depth 1, hash ac9fa8d, HEAD~543
2021-07-03 21:14:10,922 DEBUG                  - depth 2, hash 0e53535, HEAD~550
2021-07-03 21:14:10,926 DEBUG                  - depth 3, hash c77847e, HEAD~555
2021-07-03 21:14:10,930 DEBUG                  - depth 4, hash 0f1018f, HEAD~559
2021-07-03 21:14:10,935 DEBUG                  - depth 5, hash b55721a, HEAD~578
2021-07-03 21:14:10,939 DEBUG    [line range] com/fasterxml/jackson/core/filter/TokenFilterContext.java setFieldName 127:131
2021-07-03 21:14:10,983 DEBUG                  - depth 0, hash 5a5d119, HEAD~541
2021-07-03 21:14:10,989 DEBUG                  - depth 1, hash 0e53535, HEAD~550
2021-07-03 21:14:10,994 DEBUG                  - depth 2, hash c77847e, HEAD~555
2021-07-03 21:14:10,998 DEBUG                  - depth 3, hash 1eb7e2a, HEAD~558
2021-07-03 21:14:11,002 DEBUG                  - depth 4, hash b55721a, HEAD~578
2021-07-03 21:14:11,356 DEBUG    [line range] com/fasterxml/jackson/core/io/CharTypes.java <clinit> 7:7
2021-07-03 21:14:11,400 DEBUG                  - depth 0, hash fedd795, HEAD~905
2021-07-03 21:14:11,405 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:11,412 DEBUG    [line range] com/fasterxml/jackson/core/io/CharTypes.java copyHexChars 251:253
2021-07-03 21:14:11,455 DEBUG                  - depth 0, hash fedd795, HEAD~905
2021-07-03 21:14:11,461 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:11,465 DEBUG    [line range] com/fasterxml/jackson/core/io/CharTypes.java get7BitOutputEscapes 211:211
2021-07-03 21:14:11,510 DEBUG                  - depth 0, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:11,515 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:11,520 DEBUG    [line range] com/fasterxml/jackson/core/io/CharTypes.java getInputCodeLatin1 195:195
2021-07-03 21:14:11,564 DEBUG                  - depth 0, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:11,570 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:11,905 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java <init> 101:106
2021-07-03 21:14:11,949 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:11,954 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java _verifyAlloc 276:278
2021-07-03 21:14:11,998 DEBUG                  - depth 0, hash 4ceaba8, HEAD~765
2021-07-03 21:14:12,004 DEBUG                  - depth 1, hash 288b1f3, HEAD~904
2021-07-03 21:14:12,008 DEBUG                  - depth 2, hash a8bc72e, HEAD~909
2021-07-03 21:14:12,012 DEBUG                  - depth 3, hash 2343927, HEAD~1070
2021-07-03 21:14:12,017 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java _verifyRelease 285:288
2021-07-03 21:14:12,060 DEBUG                  - depth 0, hash 4bace84, HEAD~327
2021-07-03 21:14:12,066 DEBUG                  - depth 1, hash 4ceaba8, HEAD~765
2021-07-03 21:14:12,070 DEBUG                  - depth 2, hash 288b1f3, HEAD~904
2021-07-03 21:14:12,075 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java allocConcatBuffer 200:203
2021-07-03 21:14:12,120 DEBUG                  - depth 0, hash a8bc72e, HEAD~909
2021-07-03 21:14:12,125 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:12,130 DEBUG                  - depth 2, hash 2343927, HEAD~1070
2021-07-03 21:14:12,134 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:12,138 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:12,143 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java allocTokenBuffer 195:198
2021-07-03 21:14:12,186 DEBUG                  - depth 0, hash 84dc184, HEAD~864
2021-07-03 21:14:12,192 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java constructTextBuffer 136:138
2021-07-03 21:14:12,236 DEBUG                  - depth 0, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:12,242 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:12,246 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java isResourceManaged 128:128
2021-07-03 21:14:12,291 DEBUG                  - depth 0, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:12,297 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:12,301 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java releaseConcatBuffer 252:259
2021-07-03 21:14:12,346 DEBUG                  - depth 0, hash 288b1f3, HEAD~904
2021-07-03 21:14:12,351 DEBUG                  - depth 1, hash a8bc72e, HEAD~909
2021-07-03 21:14:12,356 DEBUG                  - depth 2, hash f633f10, HEAD~921
2021-07-03 21:14:12,360 DEBUG                  - depth 3, hash 2343927, HEAD~1070
2021-07-03 21:14:12,364 DEBUG                  - depth 4, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:12,369 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:12,373 DEBUG    [line range] com/fasterxml/jackson/core/io/IOContext.java releaseTokenBuffer 244:250
2021-07-03 21:14:12,418 DEBUG                  - depth 0, hash a8bc72e, HEAD~909
2021-07-03 21:14:12,424 DEBUG                  - depth 1, hash f633f10, HEAD~921
2021-07-03 21:14:12,428 DEBUG                  - depth 2, hash 2343927, HEAD~1070
2021-07-03 21:14:12,432 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:12,436 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:12,791 DEBUG    [line range] com/fasterxml/jackson/core/io/NumberInput.java <clinit> 18:18
2021-07-03 21:14:12,835 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:12,841 DEBUG    [line range] com/fasterxml/jackson/core/io/NumberInput.java parseInt 28:56
2021-07-03 21:14:12,884 DEBUG                  - depth 0, hash 0cb9748, HEAD~840
2021-07-03 21:14:12,890 DEBUG                  - depth 1, hash b169e5b, HEAD~841
2021-07-03 21:14:12,894 DEBUG                  - depth 2, hash fedd795, HEAD~905
2021-07-03 21:14:12,898 DEBUG                  - depth 3, hash 1dc2c61, HEAD~1144
2021-07-03 21:14:12,903 DEBUG                  - depth 4, hash f15531c, HEAD~1280
2021-07-03 21:14:13,288 DEBUG    [line range] com/fasterxml/jackson/core/io/NumberOutput.java <clinit> 5:5
2021-07-03 21:14:13,333 DEBUG                  - depth 0, hash f15531c, HEAD~1280
2021-07-03 21:14:13,339 DEBUG    [line range] com/fasterxml/jackson/core/io/NumberOutput.java outputInt 56:107
2021-07-03 21:14:13,384 DEBUG                  - depth 0, hash 54406c6, HEAD~201
2021-07-03 21:14:13,390 DEBUG                  - depth 1, hash e43ecc2, HEAD~203
2021-07-03 21:14:13,395 DEBUG                  - depth 2, hash 5b50cd5, HEAD~204
2021-07-03 21:14:13,399 DEBUG                  - depth 3, hash 9943779, HEAD~205
2021-07-03 21:14:13,403 DEBUG                  - depth 4, hash fedd795, HEAD~905
2021-07-03 21:14:13,408 DEBUG                  - depth 5, hash f15531c, HEAD~1280
2021-07-03 21:14:13,752 DEBUG    [line range] com/fasterxml/jackson/core/io/SerializedString.java <init> 49:54
2021-07-03 21:14:13,795 DEBUG                  - depth 0, hash 95f76a4, HEAD~1138
2021-07-03 21:14:13,801 DEBUG                  - depth 1, hash f15531c, HEAD~1280
2021-07-03 21:14:14,148 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonGeneratorImpl.java <clinit> 31:31
2021-07-03 21:14:14,197 DEBUG                  - depth 0, hash e6dfc69, HEAD~1147
2021-07-03 21:14:14,203 DEBUG    [line range] com/fasterxml/jackson/core/json/JsonGeneratorImpl.java <init> 53:53
