2021-07-04 04:57:17,416 INFO     Search BICs for /tmp/JacksonXml-6b/
2021-07-04 04:57:25,122 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/AnnotationUtil.java findNamespaceAnnotation 10:27
2021-07-04 04:57:25,146 DEBUG                  - depth 0, hash eb05a1c, HEAD~416
2021-07-04 04:57:25,151 DEBUG                  - depth 1, hash e88829a, HEAD~682
2021-07-04 04:57:25,554 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <init> 106:106
2021-07-04 04:57:25,579 DEBUG                  - depth 0, hash 146e4ea, HEAD~698
2021-07-04 04:57:25,585 DEBUG                  - depth 1, hash ac97422, HEAD~770
2021-07-04 04:57:25,589 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <init> 60:60
2021-07-04 04:57:25,614 DEBUG                  - depth 0, hash 146e4ea, HEAD~698
2021-07-04 04:57:25,619 DEBUG                  - depth 1, hash ac97422, HEAD~770
2021-07-04 04:57:25,624 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 495
2021-07-04 04:57:25,649 DEBUG                  - depth 0, hash 146e4ea, HEAD~698
2021-07-04 04:57:25,654 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 497
2021-07-04 04:57:25,680 DEBUG                  - depth 0, hash 146e4ea, HEAD~698
2021-07-04 04:57:25,685 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 498
2021-07-04 04:57:25,711 DEBUG                  - depth 0, hash 146e4ea, HEAD~698
2021-07-04 04:57:25,716 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 499
2021-07-04 04:57:25,741 DEBUG                  - depth 0, hash 146e4ea, HEAD~698
2021-07-04 04:57:25,746 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 503:503
2021-07-04 04:57:25,772 DEBUG                  - depth 0, hash 146e4ea, HEAD~698
2021-07-04 04:57:26,094 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/StaxUtil.java sanitizeXmlTypeName 72:111
2021-07-04 04:57:26,118 DEBUG                  - depth 0, hash b9e5755, HEAD~491
2021-07-04 04:57:26,399 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/TypeUtil.java isIndexedType 13:30
2021-07-04 04:57:26,423 DEBUG                  - depth 0, hash 3641432, HEAD~109
2021-07-04 04:57:26,428 DEBUG                  - depth 1, hash d9892b0, HEAD~362
2021-07-04 04:57:26,432 DEBUG                  - depth 2, hash 41628fa, HEAD~615
2021-07-04 04:57:26,437 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/TypeUtil.java isIndexedType 32:36
2021-07-04 04:57:26,460 DEBUG                  - depth 0, hash d9892b0, HEAD~362
2021-07-04 04:57:26,465 DEBUG                  - depth 1, hash a6df5db, HEAD~490
2021-07-04 04:57:26,768 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java <init> 14:20
2021-07-04 04:57:26,792 DEBUG                  - depth 0, hash edf7a8b, HEAD~360
2021-07-04 04:57:26,797 DEBUG                  - depth 1, hash 1dff468, HEAD~670
2021-07-04 04:57:26,801 DEBUG                  - depth 2, hash 6e8939a, HEAD~760
2021-07-04 04:57:26,806 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java getNamespace 22:22
2021-07-04 04:57:26,829 DEBUG                  - depth 0, hash 6e8939a, HEAD~760
2021-07-04 04:57:26,834 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java isAttribute 23:23
2021-07-04 04:57:26,858 DEBUG                  - depth 0, hash 6e8939a, HEAD~760
2021-07-04 04:57:26,864 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java isCData 25:25
2021-07-04 04:57:26,887 DEBUG                  - depth 0, hash edf7a8b, HEAD~360
2021-07-04 04:57:26,893 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlInfo.java isText 24:24
2021-07-04 04:57:26,916 DEBUG                  - depth 0, hash 1dff468, HEAD~670
2021-07-04 04:57:27,226 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java <init> 28:28
2021-07-04 04:57:27,251 DEBUG                  - depth 0, hash 016a56f, HEAD~495
2021-07-04 04:57:27,256 DEBUG                  - depth 1, hash ac97422, HEAD~770
2021-07-04 04:57:27,261 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java _findRootName 63:91
2021-07-04 04:57:27,286 DEBUG                  - depth 0, hash d9fc9c8, HEAD~252
2021-07-04 04:57:27,291 DEBUG                  - depth 1, hash 737105e, HEAD~253
2021-07-04 04:57:27,295 DEBUG                  - depth 2, hash b9e5755, HEAD~491
2021-07-04 04:57:27,300 DEBUG                  - depth 3, hash 7343f94, HEAD~622
2021-07-04 04:57:27,304 DEBUG                  - depth 4, hash 06b9b24, HEAD~738
2021-07-04 04:57:27,308 DEBUG                  - depth 5, hash ac97422, HEAD~770
2021-07-04 04:57:27,312 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java findRootName 44:59
2021-07-04 04:57:27,337 DEBUG                  - depth 0, hash d9fc9c8, HEAD~252
2021-07-04 04:57:27,343 DEBUG                  - depth 1, hash 737105e, HEAD~253
2021-07-04 04:57:27,347 DEBUG                  - depth 2, hash b9e5755, HEAD~491
2021-07-04 04:57:27,351 DEBUG                  - depth 3, hash 76f1154, HEAD~713
2021-07-04 04:57:27,355 DEBUG                  - depth 4, hash 06b9b24, HEAD~738
2021-07-04 04:57:27,359 DEBUG                  - depth 5, hash ac97422, HEAD~770
2021-07-04 04:57:27,364 INFO     The number of BIC candidates: 82
