2021-07-03 20:16:56,227 INFO     Search BICs for /tmp/Codec-14b/
2021-07-03 20:17:02,314 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,319 DEBUG                  - depth 1, hash 9272992, HEAD~484
2021-07-03 20:17:02,324 DEBUG                  - depth 2, hash 1616779, HEAD~488
2021-07-03 20:17:02,328 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java stripQuotes 589:599
2021-07-03 20:17:02,383 DEBUG                  - depth 0, hash dfff43a, HEAD~481
2021-07-03 20:17:02,389 DEBUG                  - depth 1, hash 9272992, HEAD~484
2021-07-03 20:17:02,393 DEBUG                  - depth 2, hash 1616779, HEAD~488
2021-07-03 20:17:02,398 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 176:181
2021-07-03 20:17:02,451 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,457 DEBUG                  - depth 1, hash 5819f2d, HEAD~333
2021-07-03 20:17:02,461 DEBUG                  - depth 2, hash 29524ee, HEAD~467
2021-07-03 20:17:02,466 DEBUG                  - depth 3, hash 5214caa, HEAD~470
2021-07-03 20:17:02,470 DEBUG                  - depth 4, hash b263fbf, HEAD~471
2021-07-03 20:17:02,474 DEBUG                  - depth 5, hash c74687e, HEAD~472
2021-07-03 20:17:02,478 DEBUG                  - depth 6, hash 2ba6771, HEAD~473
2021-07-03 20:17:02,482 DEBUG                  - depth 7, hash dbe80e7, HEAD~476
2021-07-03 20:17:02,487 DEBUG                  - depth 8, hash dfff43a, HEAD~481
2021-07-03 20:17:02,491 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java isMatch 176:181
2021-07-03 20:17:02,544 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,550 DEBUG                  - depth 1, hash 5819f2d, HEAD~333
2021-07-03 20:17:02,554 DEBUG                  - depth 2, hash 29524ee, HEAD~467
2021-07-03 20:17:02,558 DEBUG                  - depth 3, hash 5214caa, HEAD~470
2021-07-03 20:17:02,563 DEBUG                  - depth 4, hash b263fbf, HEAD~471
2021-07-03 20:17:02,567 DEBUG                  - depth 5, hash c74687e, HEAD~472
2021-07-03 20:17:02,571 DEBUG                  - depth 6, hash 2ba6771, HEAD~473
2021-07-03 20:17:02,575 DEBUG                  - depth 7, hash dbe80e7, HEAD~476
2021-07-03 20:17:02,580 DEBUG                  - depth 8, hash dfff43a, HEAD~481
2021-07-03 20:17:02,584 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 476:575
2021-07-03 20:17:02,640 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,646 DEBUG                  - depth 1, hash 4541fb8, HEAD~263
2021-07-03 20:17:02,650 DEBUG                  - depth 2, hash 79a585c, HEAD~277
2021-07-03 20:17:02,654 DEBUG                  - depth 3, hash 5819f2d, HEAD~333
2021-07-03 20:17:02,659 DEBUG                  - depth 4, hash 8f868d0, HEAD~335
2021-07-03 20:17:02,663 DEBUG                  - depth 5, hash 29524ee, HEAD~467
2021-07-03 20:17:02,667 DEBUG                  - depth 6, hash 5214caa, HEAD~470
2021-07-03 20:17:02,671 DEBUG                  - depth 7, hash 2ba6771, HEAD~473
2021-07-03 20:17:02,675 DEBUG                  - depth 8, hash 1616779, HEAD~488
2021-07-03 20:17:02,680 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 382:467
2021-07-03 20:17:02,738 DEBUG                  - depth 0, hash b8112b0, HEAD~66
2021-07-03 20:17:02,743 DEBUG                  - depth 1, hash 298527f, HEAD~70
2021-07-03 20:17:02,747 DEBUG                  - depth 2, hash a9a1ef4, HEAD~80
2021-07-03 20:17:02,751 DEBUG                  - depth 3, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,756 DEBUG                  - depth 4, hash 554058f, HEAD~206
2021-07-03 20:17:02,760 DEBUG                  - depth 5, hash 026d504, HEAD~243
2021-07-03 20:17:02,764 DEBUG                  - depth 6, hash 4541fb8, HEAD~263
2021-07-03 20:17:02,768 DEBUG                  - depth 7, hash 79a585c, HEAD~277
2021-07-03 20:17:02,772 DEBUG                  - depth 8, hash 486aa04, HEAD~450
2021-07-03 20:17:02,776 DEBUG                  - depth 9, hash 9272992, HEAD~484
2021-07-03 20:17:02,781 DEBUG                  - depth 10, hash e04a7e5, HEAD~486
2021-07-03 20:17:02,785 DEBUG                  - depth 11, hash 0bc53db, HEAD~493
2021-07-03 20:17:02,789 DEBUG                  - depth 12, hash ddc7143, HEAD~506
2021-07-03 20:17:02,793 DEBUG                  - depth 13, hash cec801e, HEAD~508
2021-07-03 20:17:02,797 DEBUG                  - depth 14, hash 1573a12, HEAD~535
2021-07-03 20:17:02,802 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 476:575
2021-07-03 20:17:02,856 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,862 DEBUG                  - depth 1, hash 4541fb8, HEAD~263
2021-07-03 20:17:02,866 DEBUG                  - depth 2, hash 79a585c, HEAD~277
2021-07-03 20:17:02,870 DEBUG                  - depth 3, hash 5819f2d, HEAD~333
2021-07-03 20:17:02,875 DEBUG                  - depth 4, hash 8f868d0, HEAD~335
2021-07-03 20:17:02,879 DEBUG                  - depth 5, hash 29524ee, HEAD~467
2021-07-03 20:17:02,883 DEBUG                  - depth 6, hash 5214caa, HEAD~470
2021-07-03 20:17:02,887 DEBUG                  - depth 7, hash 2ba6771, HEAD~473
2021-07-03 20:17:02,891 DEBUG                  - depth 8, hash 1616779, HEAD~488
2021-07-03 20:17:02,896 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 109:112
2021-07-03 20:17:02,950 DEBUG                  - depth 0, hash 9fcdb58, HEAD~78
2021-07-03 20:17:02,956 DEBUG                  - depth 1, hash ab1ee1b, HEAD~158
2021-07-03 20:17:02,960 DEBUG                  - depth 2, hash dfff43a, HEAD~481
2021-07-03 20:17:02,964 DEBUG                  - depth 3, hash 1616779, HEAD~488
2021-07-03 20:17:02,969 DEBUG                  - depth 4, hash c35dcd2, HEAD~499
2021-07-03 20:17:02,973 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 119:122
2021-07-03 20:17:03,019 DEBUG                  - depth 0, hash 7d7e486, HEAD~61
2021-07-03 20:17:03,024 DEBUG                  - depth 1, hash b8112b0, HEAD~66
2021-07-03 20:17:03,029 DEBUG                  - depth 2, hash 9fcdb58, HEAD~78
2021-07-03 20:17:03,033 DEBUG    [single line]   org/apache/commons/codec/language/bm/Rule.java access$000 84
2021-07-03 20:17:03,088 DEBUG                  - depth 0, hash eafc2b9, HEAD~466
2021-07-03 20:17:03,093 DEBUG                  - depth 1, hash 29524ee, HEAD~467
2021-07-03 20:17:03,098 DEBUG                  - depth 2, hash 2ba6771, HEAD~473
2021-07-03 20:17:03,102 DEBUG                  - depth 3, hash dfff43a, HEAD~481
2021-07-03 20:17:03,106 DEBUG                  - depth 4, hash e04a7e5, HEAD~486
2021-07-03 20:17:03,110 DEBUG                  - depth 5, hash 1616779, HEAD~488
2021-07-03 20:17:03,115 DEBUG                  - depth 6, hash c35dcd2, HEAD~499
2021-07-03 20:17:03,119 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java append 124:127
2021-07-03 20:17:03,174 DEBUG                  - depth 0, hash 78c7512, HEAD~58
2021-07-03 20:17:03,180 DEBUG                  - depth 1, hash 6207523, HEAD~64
2021-07-03 20:17:03,184 DEBUG                  - depth 2, hash b8112b0, HEAD~66
2021-07-03 20:17:03,188 DEBUG                  - depth 3, hash 9fcdb58, HEAD~78
2021-07-03 20:17:03,193 DEBUG                  - depth 4, hash ab1ee1b, HEAD~158
2021-07-03 20:17:03,197 DEBUG                  - depth 5, hash 29524ee, HEAD~467
2021-07-03 20:17:03,201 DEBUG                  - depth 6, hash dfff43a, HEAD~481
2021-07-03 20:17:03,205 DEBUG                  - depth 7, hash 1616779, HEAD~488
2021-07-03 20:17:03,210 DEBUG                  - depth 8, hash c35dcd2, HEAD~499
2021-07-03 20:17:03,214 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getLanguages 129:131
2021-07-03 20:17:03,269 DEBUG                  - depth 0, hash dfff43a, HEAD~481
2021-07-03 20:17:03,275 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getPhonemeText 138:140
2021-07-03 20:17:03,328 DEBUG                  - depth 0, hash dfff43a, HEAD~481
2021-07-03 20:17:03,334 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getPhonemes 133:136
2021-07-03 20:17:03,387 DEBUG                  - depth 0, hash 5819f2d, HEAD~333
2021-07-03 20:17:03,393 DEBUG                  - depth 1, hash dfff43a, HEAD~481
2021-07-03 20:17:03,397 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java compare 85:104
2021-07-03 20:17:03,453 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:03,458 DEBUG                  - depth 1, hash 5819f2d, HEAD~333
2021-07-03 20:17:03,463 DEBUG                  - depth 2, hash eafc2b9, HEAD~466
2021-07-03 20:17:03,467 DEBUG                  - depth 3, hash 29524ee, HEAD~467
2021-07-03 20:17:03,471 DEBUG                  - depth 4, hash 2ba6771, HEAD~473
2021-07-03 20:17:03,475 DEBUG                  - depth 5, hash dfff43a, HEAD~481
2021-07-03 20:17:03,480 DEBUG                  - depth 6, hash e04a7e5, HEAD~486
2021-07-03 20:17:03,484 DEBUG                  - depth 7, hash 1616779, HEAD~488
2021-07-03 20:17:03,488 DEBUG                  - depth 8, hash c35dcd2, HEAD~499
2021-07-03 20:17:03,492 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java compare 85:104
2021-07-03 20:17:03,548 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:03,553 DEBUG                  - depth 1, hash 5819f2d, HEAD~333
2021-07-03 20:17:03,558 DEBUG                  - depth 2, hash eafc2b9, HEAD~466
2021-07-03 20:17:03,562 DEBUG                  - depth 3, hash 29524ee, HEAD~467
2021-07-03 20:17:03,566 DEBUG                  - depth 4, hash 2ba6771, HEAD~473
2021-07-03 20:17:03,570 DEBUG                  - depth 5, hash dfff43a, HEAD~481
2021-07-03 20:17:03,574 DEBUG                  - depth 6, hash e04a7e5, HEAD~486
2021-07-03 20:17:03,578 DEBUG                  - depth 7, hash 1616779, HEAD~488
2021-07-03 20:17:03,582 DEBUG                  - depth 8, hash c35dcd2, HEAD~499
2021-07-03 20:17:03,587 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java <init> 159:161
2021-07-03 20:17:03,641 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:03,647 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:17:03,651 DEBUG    [line range] org/apache/commons/codec/language/bm/Rule.java getPhonemes 163:166
2021-07-03 20:17:03,705 DEBUG                  - depth 0, hash 5819f2d, HEAD~333
2021-07-03 20:17:03,711 DEBUG                  - depth 1, hash c35dcd2, HEAD~499
2021-07-03 20:17:03,991 DEBUG    [single line]   org/apache/commons/codec/language/bm/RuleType.java <clinit> 26
2021-07-03 20:17:04,038 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:17:04,043 DEBUG    [single line]   org/apache/commons/codec/language/bm/RuleType.java <clinit> 29
2021-07-03 20:17:04,090 DEBUG                  - depth 0, hash b5657da, HEAD~425
2021-07-03 20:17:04,095 DEBUG                  - depth 1, hash 1573a12, HEAD~535
2021-07-03 20:17:04,100 DEBUG    [single line]   org/apache/commons/codec/language/bm/RuleType.java <clinit> 31
2021-07-03 20:17:04,148 DEBUG                  - depth 0, hash b5657da, HEAD~425
2021-07-03 20:17:04,153 DEBUG                  - depth 1, hash 1573a12, HEAD~535
2021-07-03 20:17:04,158 DEBUG    [single line]   org/apache/commons/codec/language/bm/RuleType.java <clinit> 33
2021-07-03 20:17:04,204 DEBUG                  - depth 0, hash b5657da, HEAD~425
2021-07-03 20:17:04,210 DEBUG                  - depth 1, hash 1573a12, HEAD~535
2021-07-03 20:17:04,214 DEBUG    [line range] org/apache/commons/codec/language/bm/RuleType.java <init> 37:39
2021-07-03 20:17:04,261 DEBUG                  - depth 0, hash ab1ee1b, HEAD~158
2021-07-03 20:17:04,266 DEBUG                  - depth 1, hash 1573a12, HEAD~535
2021-07-03 20:17:04,271 DEBUG    [line range] org/apache/commons/codec/language/bm/RuleType.java getName 46:48
2021-07-03 20:17:04,318 DEBUG                  - depth 0, hash 1573a12, HEAD~535
2021-07-03 20:17:04,323 INFO     The number of BIC candidates: 60
